question,label
What is the highest mountain in the world ?,0
What arch can you see from the Place de la Concorde ?,0
Who sings the song `` Drink to me with thine eyes '' by Ben Johnson ?,0
How long should a person wash their hands before they are clean ?,0
Which way do you turn your Bic to increase the flame - clockwise or counterclockwise ?,0
Which is the wealthiest country in the world ?,0
How can I find a phone number of someone if I only know their email address ?,0
How can you contact play producers and promoters on-line ?,0
Who is the monarch of the United Kingdom ?,0
What is a fear of passing high objects ?,0
What do players try to do when the music stops in a game of musical chairs ?,0
What are the top ten most common girl names in the US ?,0
Why is black the color of mourning in the West ?,0
What is the rarest coin ?,0
What Judith Rossner novel was made into a film starring Diane Keaton ?,0
Which country is Australia 's largest export market ?,0
Where is the Kentucky Horse Park located ?,0
What is a fear of parasites ?,0
In what Olympic Games did Nadia Comaneci become popular ?,0
Who does data collection in tourism ?,0
What was the name of the daughter of the Virginia chief Powhatan that married John Rolfe ?,0
What is the leading pecan and peanut growing state ?,0
What does a nihilist believe in ?,0
What did Richard Feynman say upon hearing he would receive the Nobel Prize in Physics ?,0
"In what sport are these following numbers relevant : 118 , 126 , 134 , 142 , 15 , 158 , 167 , 177 , and 19 ?",0
Who were the four famous founders of United Artists ?,0
What 2 statues did France give to other countries ?,0
What are amphibians ?,0
How many sperm cells are in an average ejaculation ?,0
Name the disposable razor that `` costs about 19 cents . '',0
How far do you have to run if you hit a home run ?,0
Who was the only U.S. President to wear a Nazi uniform ?,0
Woodrow Wilson served as president of what university ?,0
Where are the tropical rain forest distributions ?,0
What 's the nickname of oddsmaker Jimmy Snyder ?,0
What is the fear of being loved ?,0
What was the number of people that Randy Steven Craft was convicted of killing ?,0
What was Queen Victoria 's title regarding India ?,0
How is a hydrogen bomb different from a nuclear bomb ?,0
How far can a man travel in outer space ?,0
Where was Lincoln assassinated ?,0
What type of food makes you fat ?,0
What is the name of the chronic neurological autoimmune disease which attacks the protein sheath that surrounds nerve cells causing a gradual loss of movement in the body ?,0
What was the U.S. highway death toll in 1969 ?,0
"What kind of animals are Dorsets , Lincolns , Oxfords and Southdowns ?",0
What are the shortest and the longest songs ever produced ?,0
What letter is to the right of K on a typewriter keyboard ?,0
"What is the origin and the meaning of the name , `` Hajo ? ''",0
What is the plural of gulf ?,0
Whose autobiography is titled Yes I Can ?,0
What year did the United States pass the Copyright law ?,0
What percentage of Americans own their homes ?,0
What 's the first day of the week ?,0
What city was President William McKinley shot in ?,0
What city has the world 's longest subway system ?,0
"Who claimed he killed 4 , 280 buffalo as food for the crew building the Kansas Pacific Railway ?",0
What is Bombay duck ?,0
How many degrees cooler is the inside of a cucumber than the air outside ?,0
What double talking `` professor '' holds a doctorate in Nothing ?,0
What are the five most expensive cities in the world ?,0
What 19th-century writer had a country estate on the Hudson dubbed Sunnyside ?,0
How many layers of yellow paint is a Faber Mongol pencil lucky enough to be sprayed with ?,0
What is a virtual IP address ?,0
What was the name of the cook on Rawhide ?,0
What county is Chicago in ?,0
What is the wingspan of a condor ?,0
What facial feature typically contains about 55 hairs ?,0
"Who was named Admiral of the Ocean Seas and Viceroy and Governor General of all the islands he might discover , and also granted 10-?? of all profits of his voyage .",0
How can I transport files from one computer to another ?,0
What 's the literary term for a play on words ?,0
What color were their horses ?,0
What does an average daycare provider get paid in New England ?,0
What author landed a 468-pound marlin without harness in the early 193 's ?,0
How many Americans fought for the British in the American Revolution ?,0
What kind of education do I need to become a flight attendant ?,0
What are the two languages of Malta ?,0
How many oceans are there and name them ?,0
What happened during the Blackhawk Indian war of 1832 ?,0
How many pairs of legs does a lobster have ?,0
What does the Latin ante mortem mean ?,0
What does the name Shawn mean ?,0
Where is the Danube ?,0
"What lawyer won the largest divorce settlement , $85 million , in U.S. history for Sheika Dena Al-Farri ?",0
What do you call a group of geese ?,0
"Who delivered his last newscast on March 6 , 1981 ?",0
"How many times has `` Louie , Louie '' been recorded ?",0
How is Answers.com different from KnowPost.com ?,0
What is the longest place name in the U.S. ?,0
What percent liked Thatcher after she had been in power for a decade ?,0
"Where does Buzz Aldrin want to build a permanent , manned space station ?",0
What was Mel Gibson 's first movie ?,0
Why was the L.A. office of Shea and Gould closed ?,0
How do I start a bank ?,0
How do Ouija Boards work ?,0
What horse did Zorro ride ?,0
How do you get a broken cork out of a bottle ?,0
Where can I find correct tabs for Third Eye Blind songs ?,0
How do you determine heating requirements for your home ?,0
What former major-league left-handed baseball pitcher was known as `` Space Man '' ?,0
"Which hair care product told us `` hate that gray , wash it away '' ?",0
Why did the chicken cross the road ?,0
What was Michelangelo 's last name ?,0
Who is Barbara Jordan ?,0
Who was the Democratic nominee in the American presidential election ?,0
What was Connecticut 's first constitution called ?,0
What historical event happened in Dogtown in 1899 ?,0
What is being done about the millennium bug ?,0
What was the claim to fame of King Camp Gillette ?,0
What is the most common kind of skin cancer in the U.S. ?,0
What is Olestra ?,0
What Asian country has a bill of rights for cows ?,0
How many fingers are used to draw a bow ?,0
What are two plants that clothes are made from ?,0
When was Hurricane Hugo ?,0
What is the most heavily caffeinated soft drink ?,0
What President-to-be was the first member of Congress to enlist following the attack on Pearl Harbor ?,0
What was the price of Varian Associates ' vacuum products division ?,0
When was `` the Great Depression '' ?,0
What language is mostly spoken in Brazil ?,0
What college produced the most winning Super Bowl quarterbacks ?,0
How do you solve `` Rubik 's Cube '' ?,0
What is prepared mustard ?,0
What classical Spanish writer warned : `` All that glitters is not gold '' ?,0
What does `` antidisestablishmentarianism '' mean ?,0
What actor married John F. Kennedy 's sister ?,0
What does a topophobic actor suffer from ?,0
Who fired Maria Ybarra from her position in San Diego council ?,0
"The italian artist , Maurizio Pellegrin , is how old ?",0
What type of hunting are retrievers used for ?,0
What is Colin Powell best known for ?,0
Who was the first black golfer to tee off in the Masters ?,0
What city is the setting for Puccini 's opera La Boheme ?,0
What U.S. President showed a fondness for munching on bee pollen bars ?,0
What is measured in curies ?,0
Whose cover is that of an employee of Universal Import and Export ?,0
What former president 's daughter has written a book titled Murder in the White House ?,0
What fictional character is known as the `` melancholy Dane '' ?,0
Italy is the largest producer of what ?,0
What longtime game show host dropped dead while jogging in Central Park in 1984 ?,0
"What is the meaning of W.B. Yeat 's poem , `` The Three Hermits ? ''",0
Who were the `` filthiest people alive ? '',0
What infectious disease is the world 's deadliest ?,0
What is Spumante ?,0
In what year did Ireland elect its first woman president ?,0
What is an isthmus ?,0
What was the name of the orca that died of a fungal infection ?,0
Where is Mozambique located ?,0
What is Mississippi 's state animal ?,0
What 's the origin of the word ` news ' ?,0
What did Dan Aykroyd and John Belushi quit Saturday Night Live to become ?,0
How many months does a normal human pregnancy last ?,0
How do fuel injectors work ?,0
How can your school march in the Macy 's Thanksgiving Parade ?,0
What is the real name of disc jockey `` Wolfman Jack '' ?,0
What Italian liner was hijacked in 1985 ?,0
What city houses the U.S. headquarters of Procter and Gamble ?,0
What soap was touted as being `` for people who like people '' ?,0
How much was the minimum wage in 1991 ?,0
What does NAFTA stand for ?,0
Who invented silly putty ?,0
"What new middle school was built in Philadelphia , Pennsylvania last year ?",0
Who patented the first phonograph ?,0
What are some tips for building a fire in a fireplace ?,0
What do manatees eat ?,0
How do you say 2 in Latin ?,0
What were popular songs and types of songs in the 1920s ?,0
How many Vietnamese were there in the Soviet Union ?,0
What is November 's birthstone ?,0
What is a Certified Nurse Midwife ?,0
"On average , how many miles are there to the moon ?",0
Who created private detective Philip Marlowe ?,0
"What Boris Pasternak book sold 5 , 0 copies to become the fiction best-seller of 1958 ?",0
What is the origin of the expression `` tout de suite '' ?,0
What is the longest English word ?,0
What is the purpose of a car bra ?,0
What is D.B. Cooper known for ?,0
Who is Colin Powell ?,0
What species is a colt ?,0
What is the full name of the PLO ?,0
What is the smallest country in Africa ?,0
Who coined the term NN cyberspace `` in his novel NN Neuromancer '' ?,0
What age followed the Bronze Age ?,0
What is her profession ?,0
What is the full name of the man who invented the multicolored game cube that has 42.3 quintillion potential combinations ?,0
What does the word LASER mean ?,0
What does the name `` Anthony '' mean ?,0
Who was Lauren Bacall 's first husband ?,0
